tax	taxprio	taxprio_orig	taxo_id	patrimonial	invasif	Ordre	Family
Limnebius nitidus	Limnebius nitidus	Limnebius nitidus	8741	0	0	Coléoptères	Hydraenidae
coenagrionidae	Coenagrionidae	Coenagrionidae	323	0	0	Libellules	Coenagrionidae
Chrysopilus sp.	Chrysopilus 	Chrysopilus sp.	100050	0	0	Diptères	Rhagionidae
Fourmi rousse	Formica 	Formica sp.	3111	0	0	Hyménoptères	Formicidae
Anthaxia cfr quadripunctata	Anthaxia cfr quadripunctata	Anthaxia cfr quadripunctata	99393	0	0	Coléoptères	Buprestidae
Paracorymbia sp.	Paracorymbia 	Paracorymbia sp.	102282	0	0	Coléoptères	Cerambycidae
Vincenzellus ruficollis	Vincenzellus ruficollis	Vincenzellus ruficollis	103696	0	0	Coléoptères	Salpingidae
Cryptocephalus pygmaeus	Cryptocephalus pygmaeus	Cryptocephalus pygmaeus	35164	0	0	Coléoptères	Chrysomelidae
Adarrus multinotatus	Adarrus multinotatus	Adarrus multinotatus	99118	0	0	Homoptères	Cicadellidae
Taphropeltus hamulatus	Taphropeltus hamulatus	Taphropeltus hamulatus	9629	0	0	Hétéroptères	Lygaeidae
Andrena helvola	Andrena helvola	Andrena helvola	11229	0	0	Hyménoptères	Andrenidae
Macrogastra plicatula	Macrogastra plicatula	Macrogastra plicatula	13053	0	0	Mollusques Gastérop.	Clausiliidae
Oxyloma elegans	Oxyloma elegans	Oxyloma elegans	13163	0	0	Mollusques Gastérop.	Succineidae
Homalenotus quadridentatus	Homalenotus quadridentatus	Homalenotus quadridentatus	101176	0	0	Opilions	Phalangidae
Lasioglossum malachurum	Lasioglossum malachurum	Lasioglossum malachurum	11309	0	0	Hyménoptères	Halictidae
Vallonia sp.	Vallonia 	Vallonia sp.	3476	0	0	Mollusques Gastérop.	Valloniidae
Adelges laricis	Adelges laricis	Adelges laricis	33927	0	0	Homoptères	Adelgidae
Micronematus monogyniae	Pristiphora monogyniae	Pristiphora monogyniae	12410	0	0	Hyménoptères	Tenthredinidae
Phyllocoptes populi	Phyllocoptes populi	Phyllocoptes populi	33098	0	0	Acariens	Eriophyidae
Pontania bridgmanii	Pontania bridgmanii	Pontania bridgmanii	34468	0	0	Hyménoptères	Tenthredinidae
Dasineura rosaria	Rabdophaga rosaria	Rabdophaga rosaria	33660	0	0	Diptères	Cecidomyiidae
Harmandiola globuli	Harmandiola globuli	Harmandiola globuli	33528	0	0	Diptères	Cecidomyiidae
Gymnetron sp.	Gymnetron 	Gymnetron sp.	33227	0	0	Coléoptères	Curculionidae
Chat haret	Felis catus	Felis catus	12953	0	0	Mammifères	Felidae
Temnostoma apiforme	Temnostoma apiforme	Temnostoma apiforme	10367	0	0	Diptères	Syrphidae
Eristalis pratorum	Eristalis similis	Eristalis similis	10312	0	0	Diptères	Syrphidae
Nyctereutes procyonoides	Nyctereutes procyonoides	Nyctereutes procyonoides	12957	0	1	Mammifères	Canidae
Phytoptus tiliae	Phytoptus tiliae	Phytoptus tiliae	33071	0	0	Acariens	
Phyllonorycter quercifoliella	Phyllonorycter quercifoliella	Phyllonorycter quercifoliella	102523	0	0	Hétérocères	Gracillariidae
Phaeostigma notata	Phaeostigma notata	Phaeostigma notata	102378	0	0	Raphidioptères	Raphidiidae
Dahlica sp	Dahlica sp	Dahlica sp	100401	0	0	Hétérocères	Psychidae
Pogonocherus fasciculatus	Pogonocherus fasciculatus	Pogonocherus fasciculatus	102698	0	0	Coléoptères	Cerambycidae
Pilophorus sp.	Pilophorus 	Pilophorus sp.	2545	0	0	Hétéroptères	Miridae
Aceria ulmicola	Aceria ulmicola	Aceria ulmicola	32851	0	0	Acariens	Eriophyidae
Meloe sp.	Meloe 	Meloe sp.	34758	0	0	Coléoptères	Meloidae
Hachette	Aglia tau	Aglia tau	8343	0	0	Hétérocères	Saturniidae
Pluvialis apricaria	Pluvialis apricaria	Pluvialis apricaria	7176	1	0	Oiseaux	Charadriidae
Grammoptera abdominalis	Grammoptera abdominalis	Grammoptera abdominalis	101038	0	0	Coléoptères	Cerambycidae
Carabus monilis	Carabus monilis	Carabus monilis	27666	0	0	Coléoptères	Carabidae
Obrium brunneum	Obrium brunneum	Obrium brunneum	102025	0	0	Coléoptères	Cerambycidae
Cimbex connatus	Cimbex connatus	Cimbex connatus	12732	0	0	Hyménoptères	Cimbicidae
Huppe fasciée	Upupa epops	Upupa epops	7413	1	0	Oiseaux	Upupidae
Tanyptera nigricornis	Tanyptera nigricornis	Tanyptera nigricornis	103416	0	0	Diptères	Tipulidae
Hespérie de l'alcée	Carcharodus alceae	Carcharodus alceae	10173	0	0	Papillons	Hesperiidae
Tinagma perdicella	Tinagma perdicella	Tinagma perdicella	103527	0	0	Hétérocères	Douglasiidae
Raphidia ophiopsis	Raphidia ophiopsis	Raphidia ophiopsis	102904	0	0	Raphidioptères	Raphidiidae
Tringa sp.	Tringa 	Tringa sp.	103619	0	0	Oiseaux	Scolopacidae
Grenouille de Lessona	Rana lessonae	Rana lessonae	15477	1	0	Amphibiens	Ranidae
Scopula rubiginata	Scopula rubiginata	Scopula rubiginata	7842	0	0	Hétérocères	Geometridae
Brachyopa bicolor	Brachyopa bicolor	Brachyopa bicolor	10498	0	0	Diptères	Syrphidae
Polydesmus sp.	Polydesmus 	Polydesmus sp.	102709	0	0	Diplopodes	Polydesmidae
Heliophanus cupreus	Heliophanus cupreus	Heliophanus cupreus	101122	0	0	Araignées	Salticidae
Heliophanus tribulosus	Heliophanus tribulosus	Heliophanus tribulosus	101126	0	0	Araignées	Salticidae
Euscelis incisus	Euscelis incisus	Euscelis incisus	100884	0	0	Homoptères	Cicadellidae
Niphargus schellenbergi	Niphargus schellenbergi	Niphargus schellenbergi	101994	0	0	Crustacés	Niphargidae
Lithobius forficatus	Lithobius forficatus	Lithobius forficatus	101582	0	0	Chilopodes	Lithobiidae
Aristotelia brizella	Aristotelia brizella	Aristotelia brizella	99560	0	0	Hétérocères	Gelechiidae
Aroga velocella	Aroga velocella	Aroga velocella	99570	0	0	Hétérocères	Gelechiidae
Syntomus foveatus	Syntomus foveatus	Syntomus foveatus	30606	0	0	Coléoptères	Carabidae
Brachycolus cucubali	Brachycolus cucubali	Brachycolus cucubali	99741	0	0	Homoptères	Aphididae
Melopsittacus undulatus	Melopsittacus undulatus	Melopsittacus undulatus	6971	0	0	Oiseaux	Psittacidae
Agathomyia wankowiczii	Agathomyia wankowiczii	Agathomyia wankowiczii	33733	0	0	Diptères	Platypezidae
Macropis sp.	Macropis 	Macropis sp.	3076	0	0	Hyménoptères	Melittidae
Coptocephala rubicunda	Coptocephala rubicunda	Coptocephala rubicunda	34984	0	0	Coléoptères	Chrysomelidae
Arboridia ribauti	Arboridia ribauti	Arboridia ribauti	99521	0	0	Homoptères	Cicadellidae
Cynips longiventris	Cynips longiventris	Cynips longiventris	34327	0	0	Hyménoptères	Cynipidae
Andricus curvator	Andricus curvator	Andricus curvator	34208	0	0	Hyménoptères	Cynipidae
Macrodiplosis roboris	Macrodiplosis roboris	Macrodiplosis roboris	33578	0	0	Diptères	Cecidomyiidae
Profenusa pygmaea	Profenusa pygmaea	Profenusa pygmaea	11904	0	0	Hyménoptères	Tenthredinidae
Cheilosia fasciata	Cheilosia fasciata	Cheilosia fasciata	10268	0	0	Diptères	Syrphidae
Zygina hyperici	Zygina hyperici	Zygina hyperici	103795	0	0	Homoptères	Cicadellidae
Megamelodes quadrimaculatus	Megamelodes quadrimaculatus	Megamelodes quadrimaculatus	101723	0	0	Homoptères	Delphacidae
Ribautodelphax albostriatus	Ribautodelphax albostriatus	Ribautodelphax albostriatus	102988	0	0	Homoptères	Delphacidae
Ribautodelphax pungens	Ribautodelphax pungens	Ribautodelphax pungens	102992	0	0	Homoptères	Delphacidae
Longitarsus sp.	Longitarsus 	Longitarsus sp.	35950	0	0	Coléoptères	Chrysomelidae
Epyris niger	Epyris niger	Epyris niger	10730	0	0	Hyménoptères	Bethylidae
Coleophora coracipennella	Coleophora coracipennella	Coleophora coracipennella	100188	0	0	Hétérocères	Coleophoridae
Limnia unguicornis	Limnia unguicornis	Limnia unguicornis	101517	0	0	Diptères	Sciomyzidae
Eristalis lineata	Eristalis lineata	Eristalis lineata	10308	0	0	Diptères	Syrphidae
Closterotomus norwegicus	Closterotomus norwegicus	Closterotomus norwegicus	9403	0	0	Hétéroptères	Miridae
Orthonevra nobilis	Orthonevra nobilis	Orthonevra nobilis	10418	0	0	Diptères	Syrphidae
Herina nigrina	Herina nigrina	Herina nigrina	101149	0	0	Diptères	Ulidiidae
Phyllonorycter roboris	Phyllonorycter roboris	Phyllonorycter roboris	102526	0	0	Hétérocères	Gracillariidae
Ceratocombus coleoptratus	Ceratocombus coleoptratus	Ceratocombus coleoptratus	9738	0	0	Hétéroptères	Ceratocombidae
Rhopalomyia millefolii	Rhopalomyia millefolii	Rhopalomyia millefolii	33684	0	0	Diptères	Cecidomyiidae
Edwardsiana spinigera	Edwardsiana spinigera	Edwardsiana spinigera	100656	0	0	Homoptères	Cicadellidae
Stigmella basiguttella	Stigmella basiguttella	Stigmella basiguttella	103277	0	0	Hétérocères	Nepticulidae
Bucculatrix ulmella	Bucculatrx ulmella	Bucculatrx ulmella	99781	0	0	Hétérocères	Bucculatricidae
Recurvaria leucatella	Recurvaria leucatella	Recurvaria leucatella	102907	0	0	Hétérocères	Gelechiidae
Coleophora anatipenella	Coleophora anatipenella	Coleophora anatipenella	100183	0	0	Hétérocères	Coleophoridae
Claussilia bidendata	Claussilia bidendata	Claussilia bidendata	100114	0	0	Gastéropodes	Clausillidae
Stenocranus major	Stenocranus major	Stenocranus major	103209	0	0	Homoptères	Delphacidae
Lasius emarginatus	Lasius emarginatus	Lasius emarginatus	11594	0	0	Hyménoptères	Formicidae
Alburnus alburnus	Alburnus alburnus	Alburnus alburnus	8412	0	0	Poissons	Cyprinidae
Lionychus quadrillum	Lionychus quadrillum	Lionychus quadrillum	30649	0	0	Coléoptères	Carabidae
Cecidophyes violae	Cecidophyes violae	Cecidophyes violae	33000	0	0	Acariens	Eriophyidae
Amara curta	Amara curta	Amara curta	29904	0	0	Coléoptères	Carabidae
Harpalus honestus	Harpalus honestus	Harpalus honestus	30206	0	0	Coléoptères	Carabidae
Pancalia schwarzella	Pancalia schwarzella	Pancalia schwarzella	102261	0	0	Hétérocères	Cosmopterigidae
Phlegra fasciata	Phlegra fasciata	Phlegra fasciata	102432	0	0	Araignées	Salticidae
Barynotus obscurus	Barynotus obscurus	Barynotus obscurus	99666	0	0	Coléoptères	Curculionidae
Otiorhynchus ovatus	Otiorhynchus ovatus	Otiorhynchus ovatus	102171	0	0	Coléoptères	Curculionidae
Harpalus tardus	Harpalus tardus	Harpalus tardus	30287	0	0	Coléoptères	Carabidae
cassida vibex	Cassida vibex	Cassida vibex	36434	0	0	Coléoptères	Chrysomelidae
formica rufa	Formica rufa	Formica rufa	11583	1	0	Hyménoptères	Formicidae
Oxycera rara	Oxycera rara	Oxycera rara	102196	0	0	Diptères	Stratiomyidae
Eurydema oleracea	Eurydema oleracea	Eurydema oleracea	9883	0	0	Hétéroptères	
Elasmostethus interstinctus	Elasmostethus interstinctus	Elasmostethus interstinctus	9776	0	0	Hétéroptères	
Dolycoris baccarum	Dolycoris baccarum	Dolycoris baccarum	9880	0	0	Hétéroptères	
Palomena prasina	Palomena prasina	Palomena prasina	9899	0	0	Hétéroptères	
Troilus luridus	Troilus luridus	Troilus luridus	9889	0	0	Hétéroptères	
Cochlicopa lubricella	Cochlicopa lubricella	Cochlicopa lubricella	13060	0	0	Mollusques Gastérop.	Cochlicopidae
Macrogastra rolphii	Macrogastra rolphii	Macrogastra rolphii	13054	0	0	Mollusques Gastérop.	Clausiliidae
Platycis cosnardi	Platycis cosnardi	Platycis cosnardi	102660	0	0	Coléoptères	Lycidae
Drilus flavescens	Drilus flavescens	Drilus flavescens	100584	0	0	Coléoptères	Drilidae
Psoricoptera gibbosella	Psoricoptera gibbosella	Psoricoptera gibbosella	102826	0	0	Hétérocères	Gelechiidae
Acrocercops brongniardella	Acrocercops brongniardella	Acrocercops brongniardella	99100	0	0	Hétérocères	Gracillariidae
Cixius stigmaticus	Cixius stigmaticus	Cixius stigmaticus	100104	0	0	Homoptères	Cixiidae
Eulecanium tiliae	Eulecanium tiliae	Eulecanium tiliae	100825	0	0	Homoptères	Coccidae
Jordanita globulariae	Jordanita globulariae	Jordanita globulariae	8389	0	0	Hétérocères	Zygaenidae
Rodentia	Rodentia	Rodentia	94	0	0	Mammifères	
Felis silvestris catus	Felis catus	Felis catus	12953	0	0	Mammifères	Felidae
Aceria macrochelus	Aceria macrochelus	Aceria macrochelus	99054	0	0	Acariens	Eriophyidae
Pulvinaria sp.	Pulvinaria 	Pulvinaria sp.	102854	0	0	Homoptères	Coccidae
helicodonta obvoluta	Helicodonta obvoluta	Helicodonta obvoluta	13081	0	0	Mollusques Gastérop.	Helicodontidae
Aceria thomasi	Aceria thomasi	Aceria thomasi	32923	0	0	Acariens	Eriophyidae
Goéland sp	Goéland sp	Goéland sp	101036	0	0	Oiseaux	Laridae
Corvidés sp	Corvidés 	Corvidés sp.	100281	0	0	Oiseaux	
Pipit rousseline	Anthus campestris	Anthus campestris	6460	1	0	Oiseaux	Motacillidae
Laridés sp.	Laridés 	Laridés sp.	101407	0	0	Oiseaux	Laridae
Hexomyza sp.	Hexomyza 	Hexomyza sp.	33292	0	0	Diptères	Agromyzide
Avocette élégante	Recurvirostra avosetta	Recurvirostra avosetta	7238	1	0	Oiseaux	Recurvirostridae
Recurvirostra avosetta	Recurvirostra avosetta	Recurvirostra avosetta	7238	1	0	Oiseaux	Recurvirostridae
Pluvier argenté	Pluvialis squatarola	Pluvialis squatarola	7179	0	0	Oiseaux	Charadriidae
Sylvine	Triodia sylvina	Triodia sylvina	7890	0	0	Hétérocères	Hepialidae
Harle piette	Mergus albellus	Mergus albellus	7444	0	0	Oiseaux	Anatidae
Bihoreau gris	Nycticorax nycticorax	Nycticorax nycticorax	7046	1	0	Oiseaux	Ardeidae
Radix ovata	Radix balthica	Radix balthica	13115	0	0	Mollusques Gastérop.	Lymnaeidae
Dasineura pustulans	Dasineura pustulans	Dasineura pustulans	33464	0	0	Diptères	Cecidomyiidae
Dasineura glechomae	Dasineura glechomae	Dasineura glechomae	33433	0	0	Diptères	Cecidomyiidae
Heterarthrus vagans	Heterarthrus vagans	Heterarthrus vagans	11744	0	0	Hyménoptères	Tenthredinidae
Bucculatrix cidarella	Bucculatrix cidarella	Bucculatrix cidarella	99772	0	0	Hétérocères	Bucculatricidae
Phyllonorycter stettinensis	Phyllonorycter stettinensis	Phyllonorycter stettinensis	102534	0	0	Hétérocères	Gracillariidae
Coleophora alnifoliae	Coleophora alnifoliae	Coleophora alnifoliae	100181	0	0	Hétérocères	Coleophoridae
Eupterycyba jucunda	Eupterycyba jucunda	Eupterycyba jucunda	100842	0	0	Homoptères	Cicadellidae
Coleophora violacea	Coleophora violacea	Coleophora violacea	100230	0	0	Hétérocères	Coleophoridae
Dermestes frischii	Dermestes frischii	Dermestes frischii	100460	0	0	Coléoptères	Dermestidae
Cochylis nana	Cochylis nana	Cochylis nana	100159	0	0	Hétérocères	Tortricidae
Batia lunaris	Batia lunaris	Batia lunaris	99671	0	0	Hétérocères	Oecophoridae
Cosmopterix zieglerella	Cosmopterix zieglerella	Cosmopterix zieglerella	100288	0	0	Hétérocères	Cosmopterigidae
Caloptilia fidella	Caloptilia fidella	Caloptilia fidella	99827	0	0	Hétérocères	Gracillariidae
Heterarthrus cuneifrons	Heterarthrus cuneifrons	Heterarthrus cuneifrons	101155	0	0	Hyménoptères	Tenthredinidae
Bacotia claustrella	Bacotia claustrella	Bacotia claustrella	99648	0	0	Hétérocères	Psychidae
Apterona helicoidella	Apterona helicoidella	Apterona helicoidella	99505	0	0	Hétérocères	Psychidae
Aphanus rolandri	Aphanus rolandri	Aphanus rolandri	9593	0	0	Hétéroptères	Lygaeidae
Donacia clavipes	Donacia clavipes	Donacia clavipes	36509	0	0	Coléoptères	Chrysomelidae
Tropidia scita	Tropidia scita	Tropidia scita	10379	0	0	Diptères	Syrphidae
Cymus claviculus	Cymus claviculus	Cymus claviculus	9586	0	0	Hétéroptères	Lygaeidae
Asemum striatum	Asemum striatum	Asemum striatum	99586	0	0	Coléoptères	Cerambycidae
Pygolampis bidentata	Pygolampis bidentata	Pygolampis bidentata	9763	0	0	Hétéroptères	Reduviidae
Rhopalus conspersus	Rhopalus conspersus	Rhopalus conspersus	9851	0	0	Hétéroptères	Rhopalidae
Bucculatrix nigricomella	Bucculatrix nigricomella	Bucculatrix nigricomella	99776	0	0	Hétérocères	Bucculatricidae
Chrysotropia ciliata	Chrysotropia ciliata	Chrysotropia ciliata	100059	0	0	Névroptères	Chrysopidae
Epinotia bilunana	Epinotia bilunana	Epinotia bilunana	100744	0	0	Hétérocères	Tortricidae
Leptopterna dolobrata	Leptopterna dolabrata	Leptopterna dolabrata	9411	0	0	Hétéroptères	Miridae
Tenthredo zona	Tenthredo zona	Tenthredo zona	12033	0	0	Hyménoptères	Tenthredinidae
Hybomitra micans	Hybomitra micans	Hybomitra micans	101191	0	0	Diptères	Tabanidae
Rhacognathus punctatus	Rhacognathus punctatus	Rhacognathus punctatus	9907	0	0	Hétéroptères	Pentatomidae
Criorhina berberina	Criorhina berberina	Criorhina berberina	10236	0	0	Diptères	Syrphidae
Cassida subferruginea	Hypocassida subferruginea	Hypocassida subferruginea	36618	0	0	Coléoptères	Chrysomelidae
Batracomorphus allionii	Batracomorphus allionii	Batracomorphus allionii	99673	0	0	Homoptères	Cicadellidae
Eurodryas aurinia	Euphydryas aurinia	Euphydryas aurinia	10123	1	0	Papillons	Nymphalidae
Omalus pusillus	Omalus pusillus	Omalus pusillus	10794	0	0	Hyménoptères	Chrysididae
Nysson spinosus	Nysson spinosus	Nysson spinosus	11128	0	0	Hyménoptères	Crabronidae
Nomada bifida	Nomada ruficornis	Nomada ruficornis	11506	0	0	Hyménoptères	Anthophoridae
Microdon mutabilis	Microdon mutabilis	Microdon mutabilis	10376	0	0	Diptères	Syrphidae
Malthinus sp	Malthinus sp	Malthinus sp	101686	0	0	Coléoptères	Cantharidae
Psallus betuleti betuleti	Psallus betuleti betuleti	Psallus betuleti betuleti	9467	0	0	Hétéroptères	Miridae
Oxyopes heterophthalmus	Oxyopes heterophthalmus	Oxyopes heterophthalmus	102205	0	0	Araignées	Oxyopidae
Raphidia notata	Raphidia notata	Raphidia notata	102903	0	0	Raphidioptères	Raphidiidae
Conomelus anceps	Conomelus anceps	Conomelus anceps	100240	0	0	Homoptères	Delphacidae
Aphrophora costalis	Aphrophora costalis	Aphrophora costalis	99466	0	0	Homoptères	Aphrophoridae
Hylaeus brevicornis	Hylaeus brevicornis	Hylaeus brevicornis	11159	0	0	Hyménoptères	Colletidae
Criorhina berberina oxyacanthae	Criorhina berberina oxyacanthae	Criorhina berberina oxyacanthae	100309	0	0	Diptères	Syrphidae
Aphis schneideri	Aphis schneideri	Aphis schneideri	33974	0	0	Homoptères	Aphididae
Barbus barbus	Barbus barbus	Barbus barbus	8416	1	0	Poissons	Cyprinidae
Hyla arborea	Hyla arborea	Hyla arborea	15481	1	0	Amphibiens	Hylidae
Dytiscus cf.marginalis	Dytiscus cf.marginalis	Dytiscus cf.marginalis	100608	0	0	Coléoptères	Dytiscidae
Aylax minor	Aylax minor	Aylax minor	34307	0	0	Hyménoptères	Cynipidae
Aethes hartmanniana	Aethes hartmanniana	Aethes hartmanniana	99129	0	0	Hétérocères	Tortricidae
Candidula gigaxii	Candidula gigaxii	Candidula gigaxii	13082	0	0	Mollusques Gastérop.	Hygromiidae
Scymnus femoralis	Scymnus femoralis	Scymnus femoralis	12861	0	0	Coccinelles	Scymninae
Phytocoris varipes	Phytocoris varipes	Phytocoris varipes	9426	0	0	Hétéroptères	Miridae
Ocydromus bruxellensis	Ocydromus bruxellensis	Ocydromus bruxellensis	30857	0	0	Coléoptères	Carabidae
Anoplius infuscatus	Anoplius infuscatus	Anoplius infuscatus	10934	0	0	Hyménoptères	Pompilidae
Saldula orthochila	Saldula orthochila	Saldula orthochila	9963	0	0	Hétéroptères	Saldidae
Nysius huttoni	Nysius huttoni	Nysius huttoni	9638	0	0	Hétéroptères	Lygaeidae
Stenolophus teutonus	Stenolophus teutonus	Stenolophus teutonus	30090	0	0	Coléoptères	Carabidae
Conostethus venustus	Conostethus venustus	Conostethus venustus	9407	0	0	Hétéroptères	Miridae
Aphrodes makarovi	Aphrodes makarovi	Aphrodes makarovi	99463	0	0	Homoptères	Cicadellidae
Dasineura lupulinae	Dasineura lupulinae	Dasineura lupulinae	33444	0	0	Diptères	Cecidomyiidae
Anaceratagallia ribauti	Anaceratagallia ribauti	Anaceratagallia ribauti	99312	0	0	Homoptères	Cicadellidae
Saldula c-album	Saldula c-album	Saldula c-album	9960	0	0	Hétéroptères	Saldidae
Megalonotus praetextatus	Megalonotus praetextatus	Megalonotus praetextatus	9651	0	0	Hétéroptères	Lygaeidae
Chlamydatus saltitans	Chlamydatus saltitans	Chlamydatus saltitans	9400	0	0	Hétéroptères	Miridae
Amblytylus nasutus	Amblytylus nasutus	Amblytylus nasutus	9368	0	0	Hétéroptères	Miridae
Mélanippe triste	Epirrhoe tristata	Epirrhoe tristata	7648	0	0	Hétérocères	Geometridae
Craintive	Phlogophora meticulosa	Phlogophora meticulosa	8230	0	0	Hétérocères	Noctuidae
Agrilus sinuatus	Agrilus sinuatus	Agrilus sinuatus	99172	0	0	Coléoptères	Buprestidae
Apion frumentarium	Apion frumentarium	Apion frumentarium	33144	0	0	Coléoptères	Curculionidae
Aelia acuminata	Aelia acuminata	Aelia acuminata	9892	0	0	Hétéroptères	
Zygoptère	Zygoptère	Zygoptère	103808	0	0	Libellules	
Microdon analis	Microdon analis	Microdon analis	10373	0	0	Diptères	Syrphidae
Glyphipterix forsterella	Glyphipterix forsterella	Glyphipterix forsterella	101013	0	0	Hétérocères	Glyphipterigidae
Cyphostethus tristriatus	Cyphostethus tristriatus	Cyphostethus tristriatus	9778	0	0	Hétéroptères	
Pentatoma rufipes	Pentatoma rufipes	Pentatoma rufipes	9901	0	0	Hétéroptères	
Piezodorus lituratus	Piezodorus lituratus	Piezodorus lituratus	9903	0	0	Hétéroptères	
Arma custos	Arma custos	Arma custos	9872	0	0	Hétéroptères	
Enoplops scapha	Enoplops scapha	Enoplops scapha	9724	0	0	Hétéroptères	
Drepanepteryx phalaenoides	Drepanepteryx phalaenoides	Drepanepteryx phalaenoides	100581	0	0	Névroptères	Hemerobiidae
Chrysomelidae	Chrysomelidae	Chrysomelidae	34822	0	0	Coléoptères	Chrysomelidae
Megophthalmus scanicus	Megophthalmus scanicus	Megophthalmus scanicus	101729	0	0	Homoptères	Cicadellidae
Neophilaenus campestris	Neophilaenus campestris	Neophilaenus campestris	101962	0	0	Homoptères	Aphrophoridae
Agromyza filipendulae	Agromyza filipendulae	Agromyza filipendulae	99212	0	0	Diptères	Agromyzidae
Resseliella betulicola	Resseliella betulicola	Resseliella betulicola	33676	0	0	Diptères	Cecidomyiidae
Scaptomyza graminum	Scaptomyza graminum	Scaptomyza graminum	103036	0	0	Diptères	Drosophilidae
Dasineura violae	Dasineura violae	Dasineura violae	33496	0	0	Diptères	Cecidomyiidae
Phytomyza plantaginis	Phytomyza plantaginis	Phytomyza plantaginis	102597	0	0	Diptères	Agromyzidae
Subanguina graminophila	Subanguina graminophila	Subanguina graminophila	34537	0	0	Nématodes	Anguinidae
Pegomya flavifrons	Pegomya flavifrons	Pegomya flavifrons	102340	0	0	Diptères	Anthomyiidae
Amauromyza gyrans	Amauromyza gyrans	Amauromyza gyrans	99275	0	0	Diptères	Agromyzidae
Diodaulus linariae	Diodaulus linariae	Diodaulus linariae	33503	0	0	Diptères	Cecidomyiidae
Jaapiella floriperda	Jaapiella floriperda	Jaapiella floriperda	33540	0	0	Diptères	Cecidomyiidae
Brachycoleus cerastii	Brachycoleus cerastii	Brachycoleus cerastii	99740	0	0	Homoptères	Aphididae
Lobesia littoralis	Lobesia littoralis	Lobesia littoralis	101592	0	0	Hétérocères	Tortricidae
Coleophora trochilella	Coleophora trochilella	Coleophora trochilella	100228	0	0	Hétérocères	Coleophoridae
Agriphila geniculea	Agriphila geniculea	Agriphila geniculea	99189	0	0	Hétérocères	Crambidae
Ocydromus tetracolus	Ocydromus tetracolus	Ocydromus tetracolus	30859	0	0	Coléoptères	Carabidae
Campiglossa absinthii	Campiglossa absinthii	Campiglossa absinthii	99843	0	0	Diptères	Tephritidae
Cicadula persimilis	Cicadula persimilis	Cicadula persimilis	100071	0	0	Homoptères	Cicadellidae
Apolygus spinolae	Apolygus spinolae	Apolygus spinolae	9372	0	0	Hétéroptères	Miridae
Oncotylus punctipes	Oncotylus punctipes	Oncotylus punctipes	9530	0	0	Hétéroptères	Miridae
Eupteryx origani	Eupteryx origani	Eupteryx origani	100854	0	0	Homoptères	Cicadellidae
Craspedolepta latior	Craspedolepta latior	Craspedolepta latior	100303	0	0	Homoptères	Aphalaridae
Bruchela rufipes	Bruchela rufipes	Bruchela rufipes	99763	0	0	Coléoptères	Anthribidae
Agromyza abiens	Agromyza abiens	Agromyza abiens	99204	0	0	Diptères	Agromyzidae
Cassida denticollis	Cassida denticollis	Cassida denticollis	36446	0	0	Coléoptères	Chrysomelidae
Dasineura sp.	Dasineura 	Dasineura sp.	33410	0	0	Diptères	Cecidomyiidae
colias crocea	Colias croceus	Colias croceus	10084	0	0	Papillons	Pieridae
Pegomya hyoscyami	Pegomya hyoscyami	Pegomya hyoscyami	102341	0	0	Diptères	Anthomyiiddae
Chromatomyia sp.	Chromatomyia 	Chromatomyia sp.	100025	0	0	Diptères	Agromyzidae
Silba fumosa	Silba fumosa	Silba fumosa	103109	0	0	Diptères	Lonchaeidae
Liriomyza valerianae	Liriomyza valerianae	Liriomyza valerianae	101574	0	0	Diptères	Agromyzidae
Caloptilia rufipennella	Caloptilia rufipennella	Caloptilia rufipennella	99830	0	0	Hétérocères	Gracillariidae
Stemonocera cornuta	Stemonocera cornuta	Stemonocera cornuta	103199	0	0	Diptères	Tephritidae
Liriomyza erucifoli	Liriomyza erucifoli	Liriomyza erucifoli	101559	0	0	Diptères	Agromyzidae
Calocoris affinis	Calocoris affinis	Calocoris affinis	9383	0	0	Hétéroptères	Miridae
Crustulina guttata	Crustulina guttata	Crustulina guttata	100315	0	0	Araignées	Theridiidae
Tenuiphantes tenuis	Tenuiphantes tenuis	Tenuiphantes tenuis	103439	0	0	Araignées	Linyphiidae
Ozyptila atomaria	Ozyptila atomaria	Ozyptila atomaria	102217	0	0	Araignées	Thomisidae
Lathys humilis	Lathys humilis	Lathys humilis	101434	0	0	Araignées	Dictynidae
Crossocerus capitosus	Crossocerus capitosus	Crossocerus capitosus	11073	0	0	Hyménoptères	Crabronidae
Nomada integra	Nomada integra	Nomada integra	11491	0	0	Hyménoptères	Anthophoridae
Nomada sheppardana	Nomada sheppardana	Nomada sheppardana	11509	0	0	Hyménoptères	Anthophoridae
Ochlodes sp.	Ochlodes sylvanus	Ochlodes sylvanus	10168	0	0	Papillons	Hesperiidae
Conocephalidae sp.	Conocephalidae 	Conocephalidae sp.	100239	0	0	Orthoptères	Conocephalidae
Necrophorus vestigator	Necrophorus vestigator	Necrophorus vestigator	101928	0	0	Coléoptères	Silphidae
Agonopterix angelicella	Agonopterix angelicella	Agonopterix angelicella	99150	0	0	Hétérocères	Oecophoridae
Scythris sp.	Scythris 	Scythris sp.	103072	0	0	Hétérocères	Scythrididae
Melanogaster parumplicata	Melanogaster parumplicata	Melanogaster parumplicata	10219	0	0	Diptères	Syrphidae
