tax	taxprio	taxprio_orig	taxo_id	patrimonial	invasif	Ordre	Family
Autographa gamma	Autographa gamma	Autographa gamma	8002	0	0	Hétérocères	Noctuidae
Lampides boeticus	Lampides boeticus	Lampides boeticus	10158	0	0	Papillons	Lycaenidae
Limenitis populi	Limenitis populi	Limenitis populi	10111	1	0	Papillons	Nymphalidae
Hyles gallii	Hyles gallii	Hyles gallii	8376	0	0	Hétérocères	Sphingidae
Zygaena trifolii	Zygaena trifolii	Zygaena trifolii	8399	0	0	Hétérocères	Zygaenidae
Callimorpha dominula	Callimorpha dominula	Callimorpha dominula	7496	0	0	Hétérocères	Arctiidae
Diacrisia sannio	Diacrisia sannio	Diacrisia sannio	7500	0	0	Hétérocères	Arctiidae
Coenonympha tullia	Coenonympha tullia	Coenonympha tullia	10069	1	0	Papillons	Satyridae
Deilephila elpenor	Deilephila elpenor	Deilephila elpenor	8370	0	0	Hétérocères	Sphingidae
Macrothylacia rubi	Macrothylacia rubi	Macrothylacia rubi	7899	0	0	Hétérocères	Lasiocampidae
Parasemia plantaginis	Parasemia plantaginis	Parasemia plantaginis	7518	0	0	Hétérocères	Arctiidae
Biston betularia	Biston betularia	Biston betularia	7581	0	0	Hétérocères	Geometridae
Laothoe populi	Laothoe populi	Laothoe populi	8378	0	0	Hétérocères	Sphingidae
Eilema complana	Eilema complana	Eilema complana	7504	0	0	Hétérocères	Arctiidae
Spilosoma luteum	Spilosoma luteum	Spilosoma luteum	103181	0	0	Hétérocères	
Lymantria dispar	Lymantria dispar	Lymantria dispar	7917	0	0	Hétérocères	Lymantriidae
Thyatira batis	Thyatira batis	Thyatira batis	7548	0	0	Hétérocères	Drepanidae
Habrosyne pyritoides	Habrosyne pyritoides	Habrosyne pyritoides	7541	0	0	Hétérocères	Drepanidae
Phalera bucephala	Phalera bucephala	Phalera bucephala	8335	0	0	Hétérocères	Notodontidae
Colostygia pectinataria	Colostygia pectinataria	Colostygia pectinataria	7608	0	0	Hétérocères	Geometridae
Gandaritis pyraliata	Gandaritis pyraliata	Gandaritis pyraliata	7714	0	0	Hétérocères	Geometridae
Alcis repandata	Alcis repandata	Alcis repandata	7562	0	0	Hétérocères	Geometridae
Siona lineata	Siona lineata	Siona lineata	7856	0	0	Hétérocères	Geometridae
Saturnia pavonia	Saturnia pavonia	Saturnia pavonia	8344	0	0	Hétérocères	Saturniidae
Adscita statices	Adscita statices	Adscita statices	8388	0	0	Hétérocères	Zygaenidae
Zygaena lonicerae	Zygaena lonicerae	Zygaena lonicerae	8395	0	0	Hétérocères	Zygaenidae
Pyrgus sp.	Pyrgus 	Pyrgus sp.	2882	0	0	Papillons	Hesperiidae
Melitaea sp.	Melitaea 	Melitaea sp.	2854	0	0	Papillons	Nymphalidae
Coenonympha glycerion	Coenonympha glycerion	Coenonympha glycerion	10065	1	0	Papillons	Satyridae
Zygaena filipendulae	Zygaena filipendulae	Zygaena filipendulae	8394	0	0	Hétérocères	Zygaenidae
Zygaena viciae	Zygaena viciae	Zygaena viciae	8400	0	0	Hétérocères	Zygaenidae
Zygaena carniolica	Zygaena carniolica	Zygaena carniolica	8392	0	0	Hétérocères	Zygaenidae
Zygaena transalpina	Zygaena transalpina	Zygaena transalpina	8398	0	0	Hétérocères	Zygaenidae
Odezia atrata	Odezia atrata	Odezia atrata	7788	0	0	Hétérocères	Geometridae
Camptogramma bilineata	Camptogramma bilineata	Camptogramma bilineata	7588	0	0	Hétérocères	Geometridae
Polyommatus thersites	Polyommatus thersites	Polyommatus thersites	10150	1	0	Papillons	Lycaenidae
Satyrium w-album	Satyrium w-album	Satyrium w-album	10156	1	0	Papillons	Lycaenidae
Brenthis daphne	Brenthis daphne	Brenthis daphne	10104	1	0	Papillons	Nymphalidae
Zygaena sp.	Zygaena 	Zygaena sp.	2077	0	0	Hétérocères	Zygaenidae
Aspitates gilvaria	Aspitates gilvaria	Aspitates gilvaria	7577	0	0	Hétérocères	Geometridae
Thyris fenestrella	Thyris fenestrella	Thyris fenestrella	8386	0	0	Hétérocères	Thyrididae
Adscita geryon	Adscita geryon	Adscita geryon	8387	0	0	Hétérocères	Zygaenidae
Callistege mi	Callistege mi	Callistege mi	8009	0	0	Hétérocères	Noctuidae
Ematurga atomaria	Ematurga atomaria	Ematurga atomaria	7634	0	0	Hétérocères	Geometridae
Mellicta sp.	Mellicta 	Mellicta sp.	2855	0	0	Papillons	Nymphalidae
Limenitis sp.	Limenitis 	Limenitis sp.	2852	0	0	Papillons	Nymphalidae
Aricia sp.	Plebeius 	Plebeius sp.	2871	0	0	Papillons	Lycaenidae
Rhodostrophia calabra	Rhodostrophia calabra	Rhodostrophia calabra	102961	0	0	Hétérocères	
Pseudopanthera macularia	Pseudopanthera macularia	Pseudopanthera macularia	7823	0	0	Hétérocères	Geometridae
Satyrium sp.	Satyrium 	Satyrium sp.	2874	0	0	Papillons	Lycaenidae
Lasiommata sp.	Lasiommata 	Lasiommata sp.	2827	0	0	Papillons	Satyridae
Euplagia quadripunctaria	Euplagia quadripunctaria	Euplagia quadripunctaria	7512	1	0	Hétérocères	Arctiidae
Euclidia glyphica	Euclidia glyphica	Euclidia glyphica	8089	0	0	Hétérocères	Noctuidae
Endotricha flammealis	Endotricha flammealis	Endotricha flammealis	100716	0	0	Hétérocères	
Tyria jacobaeae	Tyria jacobaeae	Tyria jacobaeae	7530	0	0	Hétérocères	Arctiidae
Eriogaster catax	Eriogaster catax	Eriogaster catax	7892	1	0	Hétérocères	Lasiocampidae
Aricia agestis gallica	Plebeius agestis	Plebeius agestis	10140	0	0	Papillons	Lycaenidae
Satyrium spini	Satyrium spini	Satyrium spini	10155	1	0	Papillons	Lycaenidae
Arctia caja	Arctia caja	Arctia caja	7492	0	0	Hétérocères	Arctiidae
Araschnia levana levana	Araschnia levana	Araschnia levana	10094	0	0	Papillons	Nymphalidae
Hipparchia semele	Hipparchia semele	Hipparchia semele	10060	1	0	Papillons	Satyridae
Pennisetia hylaeiformis	Pennisetia hylaeiformis	Pennisetia hylaeiformis	8350	0	0	Hétérocères	Sesiidae
Apatura sp.	Apatura 	Apatura sp.	2843	0	0	Papillons	Nymphalidae
Cyaniris sp.	Cyaniris 	Cyaniris sp.	2864	0	0	Papillons	Lycaenidae
Hemaris fuciformis	Hemaris fuciformis	Hemaris fuciformis	8372	0	0	Hétérocères	Sphingidae
Pyrausta nigrata	Pyrausta nigrata	Pyrausta nigrata	102866	0	0	Hétérocères	
Erebia ligea	Erebia ligea	Erebia ligea	10062	1	0	Papillons	Satyridae
Argynnis sp.	Argynnis 	Argynnis sp.	2845	0	0	Papillons	Nymphalidae
Zygaena loti	Zygaena loti	Zygaena loti	8396	0	0	Hétérocères	Zygaenidae
Zygaena purpuralis	Zygaena purpuralis	Zygaena purpuralis	8397	0	0	Hétérocères	Zygaenidae
Sesia apiformis	Sesia apiformis	Sesia apiformis	8354	0	0	Hétérocères	Sesiidae
Lysandra sp.	Lysandra 	Lysandra sp.	2868	0	0	Papillons	Lycaenidae
Anarta myrtilli	Anarta myrtilli	Anarta myrtilli	7969	0	0	Hétérocères	Noctuidae
Phlogophora meticulosa	Phlogophora meticulosa	Phlogophora meticulosa	8230	0	0	Hétérocères	Noctuidae
Scopula ornata	Scopula ornata	Scopula ornata	7841	0	0	Hétérocères	Geometridae
Lomaspilis marginata	Lomaspilis marginata	Lomaspilis marginata	7767	0	0	Hétérocères	Geometridae
Plebeius argyrognomon	Plebeius argyrognomon	Plebeius argyrognomon	10142	1	0	Papillons	Lycaenidae
Xanthorhoe montanata	Xanthorhoe montanata	Xanthorhoe montanata	7883	0	0	Hétérocères	Geometridae
Panemeria tenebrata	Panemeria tenebrata	Panemeria tenebrata	8217	0	0	Hétérocères	Noctuidae
Odontopera bidentata	Odontopera bidentata	Odontopera bidentata	7789	0	0	Hétérocères	Geometridae
Agriphila tristella	Agriphila tristella	Agriphila tristella	99196	0	0	Hétérocères	
Crambus perlella	Crambus perlella	Crambus perlella	100298	0	0	Hétérocères	
Epirrhoe alternata	Epirrhoe alternata	Epirrhoe alternata	7643	0	0	Hétérocères	Geometridae
Pyrausta purpuralis	Pyrausta purpuralis	Pyrausta purpuralis	102870	0	0	Hétérocères	
Diachrysia chrysitis	Diachrysia chrysitis	Diachrysia chrysitis	8066	0	0	Hétérocères	Noctuidae
Pterophorus pentadactyla	Pterophorus pentadactyla	Pterophorus pentadactyla	102835	0	0	Hétérocères	
Pyralis farinalis	Pyralis farinalis	Pyralis farinalis	102859	0	0	Hétérocères	
Abraxas grossulariata	Abraxas grossulariata	Abraxas grossulariata	7552	0	0	Hétérocères	Geometridae
Eurrhypara hortulata	Eurrhypara hortulata	Eurrhypara hortulata	100872	0	0	Hétérocères	
Yponomeuta cagnagella	Yponomeuta cagnagella	Yponomeuta cagnagella	103752	0	0	Hétérocères	
Cerura vinula	Cerura vinula	Cerura vinula	8313	0	0	Hétérocères	Notodontidae
Endromis versicolora	Endromis versicolora	Endromis versicolora	7551	0	0	Hétérocères	Endromidae
Synanthedon spheciformis	Synanthedon spheciformis	Synanthedon spheciformis	8364	0	0	Hétérocères	Sesiidae
Rhagades pruni	Rhagades pruni	Rhagades pruni	8391	0	0	Hétérocères	Zygaenidae
Pyrgus serratulae	Pyrgus serratulae	Pyrgus serratulae	10167	1	0	Papillons	Hesperiidae
Eriogaster lanestris	Eriogaster lanestris	Eriogaster lanestris	7893	0	0	Hétérocères	Lasiocampidae
Angerona prunaria	Angerona prunaria	Angerona prunaria	7566	0	0	Hétérocères	Geometridae
Atolmis rubricollis	Atolmis rubricollis	Atolmis rubricollis	7495	0	0	Hétérocères	Arctiidae
Semiothisa clathrata	Semiothisa clathrata	Semiothisa clathrata	103089	0	0	Hétérocères	
Rheumaptera hastata	Rheumaptera hastata	Rheumaptera hastata	7827	0	0	Hétérocères	Geometridae
Cataclysme riguata	Cataclysme riguata	Cataclysme riguata	7589	0	0	Hétérocères	Geometridae
Setina irrorella	Setina irrorella	Setina irrorella	7525	0	0	Hétérocères	Arctiidae
Deilephila porcellus	Deilephila porcellus	Deilephila porcellus	8371	0	0	Hétérocères	Sphingidae
Malacosoma neustria	Malacosoma neustria	Malacosoma neustria	7901	0	0	Hétérocères	Lasiocampidae
Tortrix viridana	Tortrix viridana	Tortrix viridana	103564	0	0	Hétérocères	
Adscita sp.	Adscita 	Adscita sp.	2074	0	0	Hétérocères	Zygaenidae
Hemaris tityus	Hemaris tityus	Hemaris tityus	8373	0	0	Hétérocères	Sphingidae
Harpyia milhauseri	Harpyia milhauseri	Harpyia milhauseri	8327	0	0	Hétérocères	Notodontidae
Opisthograptis luteolata	Opisthograptis luteolata	Opisthograptis luteolata	7792	0	0	Hétérocères	Geometridae
Phragmatobia fuliginosa	Phragmatobia fuliginosa	Phragmatobia fuliginosa	7521	0	0	Hétérocères	Arctiidae
Isturgia limbaria	Isturgia limbaria	Isturgia limbaria	7758	0	0	Hétérocères	Geometridae
Mesoleuca albicillata	Mesoleuca albicillata	Mesoleuca albicillata	7782	0	0	Hétérocères	Geometridae
Adela reaumurella	Adela reaumurella	Adela reaumurella	7473	0	0	Hétérocères	Adelidae
Anania funebris	Anania funebris	Anania funebris	99320	0	0	Hétérocères	
Cybosia mesomella	Cybosia mesomella	Cybosia mesomella	7499	0	0	Hétérocères	Arctiidae
Scopula immutata	Scopula immutata	Scopula immutata	7837	0	0	Hétérocères	Geometridae
Sphinx ligustri	Sphinx ligustri	Sphinx ligustri	8383	0	0	Hétérocères	Sphingidae
Pseudoterpna pruinata	Pseudoterpna pruinata	Pseudoterpna pruinata	7824	0	0	Hétérocères	Geometridae
Phymatopus hecta	Phymatopus hecta	Phymatopus hecta	7889	0	0	Hétérocères	Hepialidae
Agrius convolvuli	Agrius convolvuli	Agrius convolvuli	8368	0	0	Hétérocères	Sphingidae
Scotopteryx mucronata	Scotopteryx mucronata	Scotopteryx mucronata	7851	0	0	Hétérocères	Geometridae
Euproctis similis	Euproctis similis	Euproctis similis	7914	0	0	Hétérocères	Lymantriidae
Orgyia antiqua	Orgyia antiqua	Orgyia antiqua	7919	0	0	Hétérocères	Lymantriidae
Ennomos quercinaria	Ennomos quercinaria	Ennomos quercinaria	7639	0	0	Hétérocères	Geometridae
Triodia sylvina	Triodia sylvina	Triodia sylvina	7890	0	0	Hétérocères	Hepialidae
Epirrhoe tristata	Epirrhoe tristata	Epirrhoe tristata	7648	0	0	Hétérocères	Geometridae
Acronicta aceris	Acronicta aceris	Acronicta aceris	7925	0	0	Hétérocères	Noctuidae
Udea ferrugalis	Udea ferrugalis	Udea ferrugalis	103675	0	0	Hétérocères	
Colotois pennaria	Colotois pennaria	Colotois pennaria	7609	0	0	Hétérocères	Geometridae
Erannis defoliaria	Erannis defoliaria	Erannis defoliaria	7652	0	0	Hétérocères	Geometridae
Agriopis aurantiaria	Agriopis aurantiaria	Agriopis aurantiaria	7557	0	0	Hétérocères	Geometridae
Operophtera brumata	Operophtera brumata	Operophtera brumata	7790	0	0	Hétérocères	Geometridae
Tethea ocularis	Tethea ocularis	Tethea ocularis	7545	0	0	Hétérocères	Drepanidae
Mompha subbistrigella	Mompha subbistrigella	Mompha subbistrigella	101849	0	0	Hétérocères	
Phyllonorycter maestingella	Phyllonorycter maestingella	Phyllonorycter maestingella	102509	0	0	Hétérocères	
Stigmella tityrella	Stigmella tityrella	Stigmella tityrella	103317	0	0	Hétérocères	Nepticulidae
Cameraria ohridella	Cameraria ohridella	Cameraria ohridella	99838	0	0	Hétérocères	Gracillariidae
Antispila treitschkiella	Antispila treitschkiella	Antispila treitschkiella	99433	0	0	Hétérocères	Heliozelinae
Geometra papilionaria	Geometra papilionaria	Geometra papilionaria	7715	0	0	Hétérocères	Geometridae
Miltochrista miniata	Miltochrista miniata	Miltochrista miniata	7515	0	0	Hétérocères	Arctiidae
Mimas tiliae	Mimas tiliae	Mimas tiliae	8380	0	0	Hétérocères	Sphingidae
Xestia xanthographa	Xestia xanthographa	Xestia xanthographa	8293	0	0	Hétérocères	Noctuidae
Eupithecia lanceata	Eupithecia lanceata	Eupithecia lanceata	7684	0	0	Hétérocères	Geometridae
Ethmia bipunctella	Ethmia bipunctella	Ethmia bipunctella	100795	0	0	Hétérocères	
Alucita hexadactyla	Alucita hexadactyla	Alucita hexadactyla	33816	0	0	Hétérocères	Alucitidae
Apamea remissa	Apamea remissa	Apamea remissa	7982	0	0	Hétérocères	Noctuidae
Orthosia incerta	Orthosia incerta	Orthosia incerta	8212	0	0	Hétérocères	Noctuidae
Earophila badiata	Earophila badiata	Earophila badiata	7628	0	0	Hétérocères	Geometridae
Thisanotia chrysonuchella	Thisanotia chrysonuchella	Thisanotia chrysonuchella	103511	0	0	Hétérocères	
Mythimna albipuncta	Mythimna albipuncta	Mythimna albipuncta	8179	0	0	Hétérocères	Noctuidae
Catocala sponsa	Catocala sponsa	Catocala sponsa	8019	0	0	Hétérocères	Noctuidae
Polyommatus sp.	Polyommatus 	Polyommatus sp.	2872	0	0	Papillons	Lycaenidae
Euproctis chrysorrhoea	Euproctis chrysorrhoea	Euproctis chrysorrhoea	7913	0	0	Hétérocères	Lymantriidae
Drepana falcataria	Drepana falcataria	Drepana falcataria	7539	0	0	Hétérocères	Drepanidae
Lythria cruentaria	Lythria cruentaria	Lythria cruentaria	7772	0	0	Hétérocères	Geometridae
Pyrrhia umbra	Pyrrhia umbra	Pyrrhia umbra	8250	0	0	Hétérocères	Noctuidae
Eudonia truncicolella	Eudonia truncicolella	Eudonia truncicolella	100819	0	0	Hétérocères	
Udea lutealis	Udea lutealis	Udea lutealis	103678	0	0	Hétérocères	
Xanthorhoe ferrugata	Xanthorhoe ferrugata	Xanthorhoe ferrugata	7881	0	0	Hétérocères	Geometridae
Elophila nymphaeata	Elophila nymphaeata	Elophila nymphaeata	100689	0	0	Hétérocères	Pyralidae
Glyphipterix simpliciella	Glyphipterix simpliciella	Glyphipterix simpliciella	101014	0	0	Hétérocères	
Pontia daplidice	Pontia daplidice	Pontia daplidice	10074	0	0	Papillons	Pieridae
Anacampsis blattariella	Anacampsis blattariella	Anacampsis blattariella	99307	0	0	Hétérocères	
Autographa pulchrina	Autographa pulchrina	Autographa pulchrina	8004	0	0	Hétérocères	Noctuidae
Micropterix aureatella	Micropterix aureatella	Micropterix aureatella	101812	0	0	Hétérocères	Micropterygidae
Lycaena sp.	Lycaena 	Lycaena sp.	2867	0	0	Papillons	Lycaenidae
Leptidea reali	Leptidea reali	Leptidea reali	10078	0	0	Papillons	Pieridae
Hadena albimacula	Hadena albimacula	Hadena albimacula	8104	0	0	Hétérocères	Noctuidae
Nematopogon adansoniella	Nematopogon adansoniella	Nematopogon adansoniella	7477	0	0	Hétérocères	Adelidae
Sterrhopterix fusca	Sterrhopterix fusca	Sterrhopterix fusca	103263	0	0	Hétérocères	
Nematopogon swammerdamella	Nematopogon swammerdamella	Nematopogon swammerdamella	7482	0	0	Hétérocères	Adelidae
Scopula immorata	Scopula immorata	Scopula immorata	7836	0	0	Hétérocères	Geometridae
Hypena proboscidalis	Hypena proboscidalis	Hypena proboscidalis	8129	0	0	Hétérocères	Noctuidae
Trichiura crataegi	Trichiura crataegi	Trichiura crataegi	7906	0	0	Hétérocères	Lasiocampidae
Pyrausta despicata	Pyrausta despicata	Pyrausta despicata	102864	0	0	Hétérocères	Pyralidae
Archips xylosteana	Archips xylosteana	Archips xylosteana	99538	0	0	Hétérocères	
Cynaeda dentalis	Cynaeda dentalis	Cynaeda dentalis	100380	0	0	Hétérocères	
Plemyria rubiginata	Plemyria rubiginata	Plemyria rubiginata	7822	0	0	Hétérocères	Geometridae
Hemithea aestivaria	Hemithea aestivaria	Hemithea aestivaria	7719	0	0	Hétérocères	Geometridae
Coleophora ibipennella	Coleophora ibipennella	Coleophora ibipennella	100197	0	0	Hétérocères	
Epirrhoe rivata	Epirrhoe rivata	Epirrhoe rivata	7647	0	0	Hétérocères	Geometridae
Aplocera plagiata	Aplocera plagiata	Aplocera plagiata	7572	0	0	Hétérocères	Geometridae
Synaphe punctalis	Synaphe punctalis	Synaphe punctalis	103364	0	0	Hétérocères	
Timandra comae	Timandra comae	Timandra comae	7873	0	0	Hétérocères	Geometridae
Rivula sericealis	Rivula sericealis	Rivula sericealis	8254	0	0	Hétérocères	Noctuidae
Cataclysta lemnata	Cataclysta lemnata	Cataclysta lemnata	8962	0	0	Hétérocères	Pyralidae
Epiblema scutulana	Epiblema scutulana	Epiblema scutulana	100738	0	0	Hétérocères	
Macaria notata	Macaria notata	Macaria notata	7777	0	0	Hétérocères	Geometridae
Iolana sp.	Iolana 	Iolana sp.	101300	0	0	Hétérocères	Lycaenidae
Scotopteryx chenopodiata	Scotopteryx chenopodiata	Scotopteryx chenopodiata	7848	0	0	Hétérocères	Geometridae
Catoptria falsella	Catoptria falsella	Catoptria falsella	99897	0	0	Hétérocères	
Mamestra brassicae	Mamestra brassicae	Mamestra brassicae	8166	0	0	Hétérocères	Noctuidae
Amphipyra pyramidea	Amphipyra pyramidea	Amphipyra pyramidea	7966	0	0	Hétérocères	Noctuidae
Ennomos autumnaria	Ennomos autumnaria	Ennomos autumnaria	7636	0	0	Hétérocères	Geometridae
Agriphila inquinatella	Agriphila inquinatella	Agriphila inquinatella	99190	0	0	Hétérocères	
Selagia spadicella	Selagia spadicella	Selagia spadicella	103080	0	0	Hétérocères	
Arctia villica	Arctia villica	Arctia villica	7494	0	0	Hétérocères	Arctiidae
Ethmia dodecea	Ethmia dodecea	Ethmia dodecea	100797	0	0	Hétérocères	
Eilema caniola	Eilema caniola	Eilema caniola	7503	0	0	Hétérocères	Arctiidae
Amphipoea fucosa	Amphipoea fucosa	Amphipoea fucosa	7961	0	0	Hétérocères	Noctuidae
Elkneria pudibunda	Elkneria pudibunda	Elkneria pudibunda	100684	0	0	Hétérocères	
Scopula umbelaria	Scopula umbelaria	Scopula umbelaria	7845	0	0	Hétérocères	Geometridae
Retinia resinella	Retinia resinella	Retinia resinella	33908	0	0	Hétérocères	Tortricidae
Cyclophora albipunctata	Cyclophora albipunctata	Cyclophora albipunctata	7615	0	0	Hétérocères	Geometridae
Coleophora sp.	Coleophora 	Coleophora sp.	33821	0	0	Hétérocères	Coleophoridae
Arctornis l-nigrum	Arctornis l-nigrum	Arctornis l-nigrum	7910	0	0	Hétérocères	Lymantriidae
Acronicta rumicis	Acronicta rumicis	Acronicta rumicis	7934	0	0	Hétérocères	Noctuidae
Eupithecia linariata	Eupithecia linariata	Eupithecia linariata	7687	0	0	Hétérocères	Geometridae
Xanthorhoe designata	Xanthorhoe designata	Xanthorhoe designata	7880	0	0	Hétérocères	Geometridae
Celypha lacunana	Celypha lacunana	Celypha lacunana	99909	0	0	Hétérocères	Tortricidae
Elachista argentella	Elachista argentella	Elachista argentella	100665	0	0	Hétérocères	
Nemophora metallica	Nemophora metallica	Nemophora metallica	7488	0	0	Hétérocères	Adelidae
Acleris laterana	Acleris laterana	Acleris laterana	99085	0	0	Hétérocères	
Craniophora ligustri	Craniophora ligustri	Craniophora ligustri	8049	0	0	Hétérocères	Noctuidae
Evergestis pallidata	Evergestis pallidata	Evergestis pallidata	100913	0	0	Hétérocères	
Ochropleura plecta	Ochropleura plecta	Ochropleura plecta	8201	0	0	Hétérocères	Noctuidae
Eilema lurideola	Eilema lurideola	Eilema lurideola	7507	0	0	Hétérocères	Arctiidae
Eilema griseola	Eilema griseola	Eilema griseola	7506	0	0	Hétérocères	Arctiidae
Eilema depressa	Eilema depressa	Eilema depressa	7505	0	0	Hétérocères	Arctiidae
Nycteola revayana	Nycteola revayana	Nycteola revayana	8310	0	0	Hétérocères	Nolidae
Lymantria monacha	Lymantria monacha	Lymantria monacha	7918	0	0	Hétérocères	Lymantriidae
Agrotis segetum	Agrotis segetum	Agrotis segetum	7956	0	0	Hétérocères	Noctuidae
Xestia c-nigrum	Xestia c-nigrum	Xestia c-nigrum	8288	0	0	Hétérocères	Noctuidae
Noctua janthe	Noctua janthe	Noctua janthe	8196	0	0	Hétérocères	Noctuidae
Diarsia rubi	Diarsia rubi	Diarsia rubi	8072	0	0	Hétérocères	Noctuidae
Mythimna pallens	Mythimna pallens	Mythimna pallens	8185	0	0	Hétérocères	Noctuidae
Photedes pygmina	Photedes pygmina	Photedes pygmina	102448	0	0	Hétérocères	
Hydraecia micacea	Hydraecia micacea	Hydraecia micacea	8126	0	0	Hétérocères	Noctuidae
Mesoligia furuncula	Mesoligia furuncula	Mesoligia furuncula	8172	0	0	Hétérocères	Noctuidae
Cosmia trapezina	Cosmia trapezina	Cosmia trapezina	8048	0	0	Hétérocères	Noctuidae
Eupithecia succenturiata	Eupithecia succenturiata	Eupithecia succenturiata	7702	0	0	Hétérocères	Geometridae
Abrostola triplasia	Abrostola triplasia	Abrostola triplasia	7924	0	0	Hétérocères	Noctuidae
Plusia festucae	Plusia festucae	Plusia festucae	8235	0	0	Hétérocères	Noctuidae
Cabera exanthemata	Cabera exanthemata	Cabera exanthemata	7584	0	0	Hétérocères	Geometridae
Cabera pusaria	Cabera pusaria	Cabera pusaria	7585	0	0	Hétérocères	Geometridae
